NORIOCOMP,Frequencia,Impacto,Vulnerabil,NM_MUN,SIGLA_UF,length_m
Rio Guanhanha,Baixa,Baixo,Baixa,Itariri,SP,5903.990639927051
Rio Guanhanha,Baixa,Baixo,Baixa,Miracatu,SP,19490.625959885223
Rio Guanhanha,Baixa,Baixo,Baixa,Pedro de Toledo,SP,23002.951805630906
Rio Guaporé,Baixa,Alto,Alta,Pontes e Lacerda,MT,15673.090649097987
Rio Guaporé,Baixa,Baixo,Baixa,Costa Marques,RO,26256.43805977807
Rio Guaporé,Baixa,Baixo,Baixa,Doutor Ricardo,RS,10141.355370029689
Rio Guaporé,Baixa,Baixo,Baixa,Encantado,RS,10141.355370029689
Rio Guaporé,Baixa,Baixo,Baixa,Muçum,RS,10141.355370029689
Rio Guaporé,Baixa,Baixo,Baixa,Roca Sales,RS,10141.355370029689
Rio Guaporé,Baixa,Baixo,Baixa,Vespasiano Corrêa,RS,10141.355370029689
Rio Guaporé,Baixa,Médio,Média,Anta Gorda,RS,47070.64147554801
Rio Guaporé,Baixa,Médio,Média,Arvorezinha,RS,18095.497941862384
Rio Guaporé,Baixa,Médio,Média,Dois Lajeados,RS,27340.606254919527
Rio Guaporé,Baixa,Médio,Média,Doutor Ricardo,RS,27340.606254919527
Rio Guaporé,Baixa,Médio,Média,Guaporé,RS,59257.36470148845
Rio Guaporé,Baixa,Médio,Média,União da Serra,RS,8288.419686373743
Rio Guaporé,Baixa,Médio,Média,Vespasiano Corrêa,RS,27340.606254919527
Rio Guaraú,Baixa,Baixo,Baixa,Cajati,SP,7776.151758459971
Rio Guaraú,Baixa,Baixo,Baixa,Jacupiranga,SP,10972.659648226301
Rio Guaribas,Média,Médio,Média,Picos,PI,6015.315745394818
Rio Guarita,Baixa,Baixo,Baixa,Coronel Bicaco,RS,31377.264784875224
Rio Guarita,Baixa,Baixo,Baixa,Dois Irmãos das Missões,RS,34984.302437998434
Rio Guarita,Baixa,Baixo,Baixa,Erval Seco,RS,37068.05797317365
Rio Guarita,Baixa,Baixo,Baixa,Palmeira das Missões,RS,31377.264784875224
Rio Guarita,Baixa,Baixo,Baixa,Palmitinho,RS,22621.446639333346
Rio Guarita,Baixa,Baixo,Baixa,Redentora,RS,49430.913771838736
Rio Guarita,Baixa,Baixo,Baixa,Taquaruçu do Sul,RS,22621.446639333346
Rio Guarita,Baixa,Baixo,Média,Barra do Guarita,RS,30188.580966381483
Rio Guarita,Baixa,Baixo,Média,Coronel Bicaco,RS,2663.0002380594406
Rio Guarita,Baixa,Baixo,Média,Erval Seco,RS,50925.84264002857
Rio Guarita,Baixa,Baixo,Média,Palmeira das Missões,RS,15956.390039098715
Rio Guarita,Baixa,Baixo,Média,Palmitinho,RS,30188.580966381483
Rio Guarita,Baixa,Baixo,Média,Pinheirinho do Vale,RS,30188.580966381483
Rio Guarita,Baixa,Baixo,Média,Redentora,RS,20737.26167364708
Rio Guarita,Baixa,Baixo,Média,Tenente Portela,RS,30188.580966381483
Rio Guarita,Baixa,Baixo,Média,Vista Gaúcha,RS,30188.580966381483
Rio Guavinipã,Alta,Médio,Alta,Bocaiúva,MG,18412.256003915394
Rio Guavinipã,Alta,Médio,Alta,Engenheiro Navarro,MG,6717.801811752015
Rio Guavinipã,Média,Médio,Média,Bocaiúva,MG,17694.419618215066
Rio Guaxupé,Alta,Médio,Alta,Guaxupé,MG,62976.91703668871
Rio Guaxupé,Alta,Médio,Alta,Guaxupé,SP,62976.91703668871
Rio Guaxupé,Alta,Médio,Alta,Tapiratiba,MG,62976.91703668871
Rio Guaxupé,Alta,Médio,Alta,Tapiratiba,SP,62976.91703668871
Rio Guiraí,Baixa,Baixo,Baixa,Novo Horizonte do Sul,MS,7036.226139966964
Rio Gurguéia,Alta,Baixo,Média,Alvorada do Gurguéia,PI,55668.73496606974
Rio Gurguéia,Alta,Baixo,Média,Barão de Grajaú,MA,12526.477984176523
Rio Gurguéia,Alta,Baixo,Média,Barão de Grajaú,PI,12526.477984176523
Rio Gurguéia,Alta,Baixo,Média,Bertolínia,PI,52313.313175595846
Rio Gurguéia,Alta,Baixo,Média,Bom Jesus,PI,14212.405217587837
Rio Gurguéia,Alta,Baixo,Média,Canavieira,PI,63536.52615289021
Rio Gurguéia,Alta,Baixo,Média,Colônia do Gurguéia,PI,18628.266186412115
Rio Gurguéia,Alta,Baixo,Média,Cristino Castro,PI,37952.84518590695
Rio Gurguéia,Alta,Baixo,Média,Eliseu Martins,PI,46420.257603321465
Rio Gurguéia,Alta,Baixo,Média,Floriano,MA,12526.477984176523
Rio Gurguéia,Alta,Baixo,Média,Floriano,PI,25070.44838653812
Rio Gurguéia,Alta,Baixo,Média,Jerumenha,MA,12526.477984176523
Rio Gurguéia,Alta,Baixo,Média,Jerumenha,PI,72719.17840297756
Rio Gurguéia,Alta,Baixo,Média,Manoel Emídio,PI,37595.425647126816
Rio Gurguéia,Alta,Baixo,Média,Palmeira do Piauí,PI,30594.64170257409
Rio Gurguéia,Alta,Baixo,Média,Santa Luz,PI,22279.128143388392
Rio Gurguéia,Alta,Médio,Alta,Colônia do Gurguéia,PI,2984.684377261707
Rio Gurguéia,Alta,Médio,Alta,Cristino Castro,PI,9489.160202435321
Rio Gurguéia,Alta,Médio,Alta,Manoel Emídio,PI,2984.684377261707
Rio Gurguéia,Alta,Médio,Alta,Palmeira do Piauí,PI,9489.160202435321
Rio Gurguéia,Média,Alto,Alta,Bom Jesus,PI,4030.1385452550303
Rio Gurguéia,Média,Baixo,Baixa,Bom Jesus,PI,39893.40556569643
Rio Gurguéia,Média,Baixo,Baixa,Redenção do Gurguéia,PI,28246.72677745713
Rio Gurupi,Alta,Baixo,Média,Boa Vista do Gurupi,MA,30492.79998556988
Rio Gurupi,Alta,Baixo,Média,Boa Vista do Gurupi,PA,14622.727015772442
Rio Gurupi,Alta,Baixo,Média,Viseu,MA,14622.727015772442
Rio Gurupi,Alta,Baixo,Média,Viseu,PA,14622.727015772442
Rio Gurupi,Baixa,Baixo,Baixa,Dom Eliseu,MA,18724.30779721492
Rio Gurupi,Baixa,Baixo,Baixa,Dom Eliseu,PA,18724.30779721492
Rio Gurupi,Baixa,Baixo,Baixa,Itinga do Maranhão,MA,18724.30779721492
Rio Gurupi,Baixa,Baixo,Baixa,Itinga do Maranhão,PA,18724.30779721492
Rio Hipólito,Alta,Alto,Alta,Orleans,SC,18883.410195442757
Rio Hipólito,Alta,Alto,Alta,Pedras Grandes,SC,5403.157865546676
Rio Hipólito,Alta,Alto,Alta,Tubarão,SC,12442.425975672055
Rio Hipólito,Alta,Alto,Alta,Urussanga,SC,5403.157865546676
Rio Hipólito,Alta,Baixo,Média,Capivari de Baixo,SC,19882.620877322875
Rio Hipólito,Alta,Baixo,Média,Laguna,SC,19882.620877322875
Rio Hipólito,Alta,Baixo,Média,Orleans,SC,21492.349466108433
Rio Hipólito,Alta,Baixo,Média,Tubarão,SC,19882.620877322875
Rio Hipólito,Alta,Médio,Alta,Pedras Grandes,SC,8276.914488367696
Rio Hipólito,Alta,Médio,Alta,Tubarão,SC,10062.157434687295
Rio Humaitá,Média,Baixo,Baixa,Feijó,AC,90847.07736993085
Rio Iaco,Alta,Alto,Alta,Sena Madureira,AC,192060.531964111
Rio Iaco,Alta,Baixo,Média,Boca do Acre,AC,4466.176997900321
Rio Iaco,Alta,Baixo,Média,Boca do Acre,AM,10237.34494120601
Rio Iaco,Alta,Baixo,Média,Sena Madureira,AC,4466.176997900321
Rio Iaco,Alta,Baixo,Média,Sena Madureira,AM,4466.176997900321
Rio Iaco,Média,Baixo,Baixa,Assis Brasil,AC,164842.70908487943
Rio Iaco,Média,Baixo,Baixa,Sena Madureira,AC,310179.19575415354
Rio Iapó,Baixa,Baixo,Baixa,Castro,PR,27339.07926577413
Rio Ibicuí,Alta,Média,Alta,Cacequi,RS,4578.549958612944
Rio Ibicuí,Alta,Média,Alta,São Vicente do Sul,RS,4578.549958612944
Rio Ibicuí,Alta,Médio,Alta,Cacequi,RS,17762.561217901384
Rio Ibicuí,Alta,Médio,Alta,São Vicente do Sul,RS,17762.561217901384
Rio Ibicuí,Baixa,Alto,Alta,Alegrete,RS,10146.176512175352
Rio Ibicuí,Baixa,Alto,Alta,Manoel Viana,RS,30589.92230265377
Rio Ibicuí,Baixa,Baixo,Baixa,Alegrete,RS,202312.9703107107
Rio Ibicuí,Baixa,Baixo,Baixa,Cacequi,RS,67627.13366653952
Rio Ibicuí,Baixa,Baixo,Baixa,Itaqui,RS,124605.91299170787
Rio Ibicuí,Baixa,Baixo,Baixa,Manoel Viana,RS,55869.016688481126
Rio Ibicuí,Baixa,Baixo,Baixa,São Francisco de Assis,RS,39925.93896478691
Rio Ibicuí,Baixa,Baixo,Baixa,São Pedro do Sul,RS,7642.646579941119
Rio Ibicuí,Baixa,Baixo,Baixa,São Vicente do Sul,RS,77080.31043529615
Rio Ibicuí,Baixa,Baixo,Baixa,Uruguaiana,RS,6426.854433538167
Rio Ibicuí da Armoda,Alta,Alto,Alta,Rosário do Sul,RS,9720.793710144517
Rio Ibicuí-mirim,Baixa,Baixo,Baixa,Cacequi,RS,20565.67935995422
Rio Ibicuí-mirim,Baixa,Baixo,Baixa,Dilermando de Aguiar,RS,17849.96434447556
Rio Ibicuí-mirim,Baixa,Baixo,Baixa,São Pedro do Sul,RS,38415.643704429785
Rio Ibirapuitã,Alta,Alto,Alta,Alegrete,RS,34679.98289561832
Rio Ibirapuitã,Alta,Baixo,Média,Alegrete,RS,75265.3687333465
Rio Iguará,Alta,Médio,Alta,Nina Rodrigues,MA,30948.312094968078
Rio Iguará,Alta,Médio,Alta,Vargem Grande,MA,30948.312094968078
Rio Iguaçu,Alta,Alto,Alta,Araucária,PR,13473.83618603794
Rio Iguaçu,Alta,Alto,Alta,Curitiba,PR,31166.899682684983
Rio Iguaçu,Alta,Alto,Alta,Fazenda Rio Grande,PR,10390.467204925731
Rio Iguaçu,Alta,Alto,Alta,Irineópolis,PR,67552.41813617712
Rio Iguaçu,Alta,Alto,Alta,Irineópolis,SC,67552.41813617712
Rio Iguaçu,Alta,Alto,Alta,Paula Freitas,PR,125899.01282278131
Rio Iguaçu,Alta,Alto,Alta,Paula Freitas,SC,125899.01282278131
Rio Iguaçu,Alta,Alto,Alta,Pinhais,PR,15280.450921194337
Rio Iguaçu,Alta,Alto,Alta,Piraquara,PR,14091.715314595904
Rio Iguaçu,Alta,Alto,Alta,Porto União,PR,58346.59468660419
Rio Iguaçu,Alta,Alto,Alta,Porto União,SC,58346.59468660419
Rio Iguaçu,Alta,Alto,Alta,Porto Vitória,PR,32769.999167953654
Rio Iguaçu,Alta,Alto,Alta,Quatro Barras,PR,7834.049131192942
Rio Iguaçu,Alta,Alto,Alta,São José dos Pinhais,PR,3375.968723471524
Rio Iguaçu,Alta,Alto,Alta,União da Vitória,PR,82627.53441209103
Rio Iguaçu,Alta,Alto,Alta,União da Vitória,SC,45513.10714107323
Rio Iguaçu,Alta,Baixo,Média,Canoinhas,PR,96061.45105019567
Rio Iguaçu,Alta,Baixo,Média,Canoinhas,SC,96061.45105019567
Rio Iguaçu,Alta,Baixo,Média,Irineópolis,PR,14188.543915868198
Rio Iguaçu,Alta,Baixo,Média,Irineópolis,SC,14188.543915868198
Rio Iguaçu,Alta,Baixo,Média,Paula Freitas,PR,14188.543915868198
Rio Iguaçu,Alta,Baixo,Média,Paula Freitas,SC,14188.543915868198
Rio Iguaçu,Alta,Baixo,Média,Paulo Frontin,PR,88397.97984316686
Rio Iguaçu,Alta,Baixo,Média,Paulo Frontin,SC,88397.97984316686
Rio Iguaçu,Alta,Baixo,Média,São Mateus do Sul,PR,58810.02520752856
Rio Iguaçu,Alta,Baixo,Média,São Mateus do Sul,SC,58810.02520752856
Rio Iguaçu,Alta,Médio,Alta,Araucária,PR,17522.762861652518
Rio Iguaçu,Alta,Médio,Alta,Balsa Nova,PR,13255.629696875807
Rio Iguaçu,Alta,Médio,Alta,Contenda,PR,13255.629696875807
Rio Iguaçu,Alta,Médio,Alta,Lapa,PR,7048.894828091586
Rio Iguaçu,Média,Médio,Média,Balsa Nova,PR,3336.17586624114
Rio Iguaçu,Média,Médio,Média,Lapa,PR,30745.578568062534
Rio Iguaçu,Média,Médio,Média,Porto Amazonas,PR,30745.578568062534
Rio Iguaçu,Média,Médio,Média,São Mateus do Sul,PR,20007.65680693522
Rio Ijuizinho,Baixa,Baixo,Baixa,Augusto Pestana,RS,35146.854768024954
Rio Ijuizinho,Baixa,Baixo,Baixa,Eugênio de Castro,RS,43982.86885164712
Rio Ijuizinho,Baixa,Baixo,Baixa,Jóia,RS,59702.89252319076
Rio Ijuizinho,Média,Alto,Alta,Entre-Ijuís,RS,47623.03570472491
Rio Ijuizinho,Média,Alto,Alta,Eugênio de Castro,RS,40868.11496464934
Rio Ijuizinho,Média,Alto,Alta,Vitória das Missões,RS,6754.92074007557
Rio Ijuí,Baixa,Baixo,Baixa,Caibaté,RS,15714.782482854662
Rio Ijuí,Baixa,Baixo,Baixa,Cerro Largo,RS,58550.59625527689
Rio Ijuí,Baixa,Baixo,Baixa,Dezesseis de Novembro,RS,13885.222978730972
Rio Ijuí,Baixa,Baixo,Baixa,Guarani das Missões,RS,41173.03990931559
Rio Ijuí,Baixa,Baixo,Baixa,Mato Queimado,RS,41436.210553189034
Rio Ijuí,Baixa,Baixo,Baixa,Pirapó,RS,49026.20016150233
Rio Ijuí,Baixa,Baixo,Baixa,Rolador,RS,36954.898632923796
Rio Ijuí,Baixa,Baixo,Baixa,Roque Gonzales,RS,63016.500245845324
Rio Ijuí,Baixa,Baixo,Baixa,Salvador das Missões,RS,27200.80450712489
Rio Ijuí,Baixa,Baixo,Baixa,Santo Ângelo,RS,29685.09772375778
Rio Ijuí,Baixa,Baixo,Baixa,São Pedro do Butiá,RS,36954.898632923796
Rio Ijuí,Baixa,Baixo,Baixa,Vitória das Missões,RS,36080.802227771834
Rio Ijuí,Baixa,Baixo,Média,Dezesseis de Novembro,RS,14709.574803927098
Rio Ijuí,Baixa,Baixo,Média,Rolador,RS,28706.929237395845
Rio Ijuí,Baixa,Baixo,Média,Roque Gonzales,RS,34083.75922619605
Rio Ijuí,Baixa,Baixo,Média,São Luiz Gonzaga,RS,16946.75996372503
Rio Ijuí,Baixa,Baixo,Média,São Pedro do Butiá,RS,11760.169273670814
Rio Ijuí,Média,Alto,Alta,Entre-Ijuís,RS,44676.96526119818
Rio Ijuí,Média,Alto,Alta,Santo Ângelo,RS,68476.43642392036
Rio Ijuí,Média,Alto,Alta,Vitória das Missões,RS,26636.677563790417
Rio Ijuí,Média,Baixo,Baixa,Ajuricaba,RS,65012.011860337516
Rio Ijuí,Média,Baixo,Baixa,Bozano,RS,26561.896306221814
Rio Ijuí,Média,Baixo,Baixa,Catuípe,RS,29045.21362970492
Rio Ijuí,Média,Baixo,Baixa,Condor,RS,5410.859881171431
Rio Ijuí,Média,Baixo,Baixa,Coronel Barros,RS,40211.29492693478
Rio Ijuí,Média,Baixo,Baixa,Entre-Ijuís,RS,34660.63226286241
Rio Ijuí,Média,Baixo,Baixa,Ijuí,RS,74755.33333454633
Rio Ijuí,Média,Baixo,Baixa,Panambi,RS,32286.231778236324
Rio Ijuí,Média,Baixo,Baixa,Santo Ângelo,RS,16214.691498121283
Rio Imbalaçaia,Média,Baixo,Baixa,Francisco Dumont,MG,11903.812570894983
Rio Imbalaçaia,Média,Baixo,Baixa,Joaquim Felício,MG,35526.70003361265
Rio Indaiazinho,Alta,Baixo,Média,Estrela do Indaiá,MG,32175.07942381666
Rio Indaiazinho,Alta,Baixo,Média,Santa Rosa da Serra,MG,32175.07942381666
Rio Indaiazinho,Alta,Baixo,Média,São Gotardo,MG,32175.07942381666
Rio Indaía,Baixa,Baixo,Baixa,Biquinhas,MG,21496.64058962887
Rio Indaía,Baixa,Baixo,Baixa,Paineiras,MG,17560.673889156114
Rio Indaía,Baixa,Baixo,Baixa,Tiros,MG,17560.673889156114
Rio Ingá,Média,Alto,Alta,Ingá,PB,42868.291933206965
Rio Ingá,Média,Alto,Alta,Massaranduba,PB,42868.291933206965
Rio Ingá,Média,Alto,Alta,Mogeiro,PB,42868.291933206965
Rio Ingá,Média,Alto,Alta,Riachão do Bacamarte,PB,42868.291933206965
Rio Ipanema,Média,Alto,Alta,Itaíba,AL,7162.893239448842
Rio Ipanema,Média,Alto,Alta,Itaíba,PE,7162.893239448842
Rio Ipanema,Média,Alto,Alta,Poço das Trincheiras,AL,28874.61065274974
Rio Ipanema,Média,Alto,Alta,Poço das Trincheiras,PE,7162.893239448842
Rio Ipanema,Média,Alto,Alta,Santana do Ipanema,AL,18834.86999834092
Rio Ipanema,Média,Médio,Média,Batalha,AL,41091.023183868274
Rio Ipanema,Média,Médio,Média,Belo Monte,AL,26372.242167484637
Rio Ipanema,Média,Médio,Média,Itaíba,PE,14694.667176711515
Rio Ipanema,Média,Médio,Média,Major Isidoro,AL,8239.618536536163
Rio Ipanema,Média,Médio,Média,Olho d'Água das Flores,AL,11250.294663644301
Rio Ipanema,Média,Médio,Média,Olivença,AL,18412.01079885939
Rio Ipanema,Média,Médio,Média,Santana do Ipanema,AL,12290.94287768185
Rio Ipixuma Açu,Alta,Baixo,Média,Igarapé Grande,MA,29439.607903647633
Rio Ipixuma Açu,Alta,Baixo,Média,Lago dos Rodrigues,MA,29439.607903647633
Rio Ipixuma Açu,Alta,Baixo,Média,Poção de Pedras,MA,29439.607903647633
Rio Ipojuca,Alta,Alto,Alta,Chã Grande,PE,29115.251529435965
Rio Ipojuca,Alta,Alto,Alta,Escada,PE,77143.33687147836
Rio Ipojuca,Alta,Alto,Alta,Ipojuca,PE,48028.08534204239
Rio Ipojuca,Alta,Alto,Alta,Pombos,PE,29115.251529435965
Rio Ipojuca,Alta,Alto,Alta,Primavera,PE,77143.33687147836
Rio Ipojuca,Alta,Alto,Alta,Vitória de Santo Antão,PE,29115.251529435965
Rio Ipojuca,Baixa,Médio,Média,São Caitano,PE,16657.21667708282
Rio Ipojuca,Baixa,Médio,Média,Tacaimbó,PE,25527.407826270326
Rio Ipojuca,Média,Médio,Média,Bezerros,PE,28604.559974773347
Rio Ipojuca,Média,Médio,Média,Caruaru,PE,33216.00315142563
Rio Ipojuca,Média,Médio,Média,Gravatá,PE,36934.247715398946
Rio Ipojuca,Média,Médio,Média,Sairé,PE,28604.559974773347
Rio Iquiri,Alta,Baixo,Média,Acrelândia,AC,8391.548095600057
Rio Iquiri,Alta,Baixo,Média,Acrelândia,AM,3187.829180748565
Rio Iquiri,Alta,Baixo,Média,Capixaba,AC,44419.31199018653
Rio Iquiri,Alta,Baixo,Média,Lábrea,AC,3187.829180748565
Rio Iquiri,Alta,Baixo,Média,Lábrea,AM,3187.829180748565
Rio Iquiri,Alta,Baixo,Média,Plácido de Castro,AC,44419.31199018653
Rio Iquiri,Alta,Baixo,Média,Senador Guiomard,AC,128647.21638499355
Rio Iquiri,Alta,Baixo,Média,Senador Guiomard,AM,3187.829180748565
Rio Iratapuru,Alta,Baixo,Média,Laranjal do Jari,AP,12582.628226504785
Rio Itabani,Alta,Baixo,Média,Silves,AM,7828.068405954236
Rio Itabapoana,Alta,Alto,Alta,Apiacá,ES,17333.875940668437
Rio Itabapoana,Alta,Alto,Alta,Apiacá,RJ,17333.875940668437
Rio Itabapoana,Alta,Alto,Alta,Bom Jesus do Itabapoana,ES,50855.81520999703
Rio Itabapoana,Alta,Alto,Alta,Bom Jesus do Itabapoana,RJ,53691.279028612575
Rio Itabapoana,Alta,Alto,Alta,Bom Jesus do Norte,ES,29651.978255007583
Rio Itabapoana,Alta,Alto,Alta,Bom Jesus do Norte,RJ,29651.978255007583
Rio Itabapoana,Alta,Alto,Alta,Campos dos Goytacazes,RJ,13030.577716694457
Rio Itabapoana,Alta,Alto,Alta,São José do Calçado,ES,3869.9610143210093
Rio Itabapoana,Alta,Alto,Alta,São José do Calçado,RJ,3869.9610143210093
Rio Itabapoana,Alta,Baixo,Média,Apiacá,ES,3199.18620862919
Rio Itabapoana,Alta,Baixo,Média,Apiacá,RJ,3199.18620862919
Rio Itabapoana,Alta,Baixo,Média,Bom Jesus do Itabapoana,ES,15073.017449402632
Rio Itabapoana,Alta,Baixo,Média,Bom Jesus do Itabapoana,RJ,15073.017449402632
Rio Itabapoana,Alta,Baixo,Média,Campos dos Goytacazes,ES,31956.71980072251
Rio Itabapoana,Alta,Baixo,Média,Campos dos Goytacazes,RJ,31956.71980072251
Rio Itabapoana,Alta,Baixo,Média,Mimoso do Sul,ES,36020.086772444076
Rio Itabapoana,Alta,Baixo,Média,Mimoso do Sul,RJ,36020.086772444076
Rio Itabapoana,Alta,Baixo,Média,Presidente Kennedy,ES,7949.679626615198
Rio Itabapoana,Alta,Baixo,Média,Presidente Kennedy,RJ,7949.679626615198
Rio Itabapoana,Alta,Baixo,Média,São Francisco de Itabapoana,ES,25180.087892552336
Rio Itabapoana,Alta,Baixo,Média,São Francisco de Itabapoana,RJ,40562.51778142908
Rio Itabirito,Alta,Baixo,Média,Itabirito,MG,8494.21156417064
Rio Itabirito,Alta,Baixo,Média,Ouro Preto,MG,20599.21528244696
Rio Itabirito,Alta,Médio,Alta,Itabirito,MG,15050.575041792854
Rio Itabirito,Alta,Médio,Alta,Rio Acima,MG,15050.575041792854
Rio Itacaiúnas,Alta,Alto,Alta,Marabá,PA,49528.31438250543
Rio Itaim,Baixa,Baixo,Baixa,Cambuí,MG,12161.420651814504
Rio Itaim,Baixa,Baixo,Baixa,Estiva,MG,20203.24923495196
Rio Itaim,Baixa,Médio,Média,Aroeiras do Itaim,PI,2569.5314670102825
Rio Itaim,Média,Médio,Média,Itainópolis,PI,7114.674178413333
Rio Itajaí do Oeste,Alta,Alto,Alta,Laurentino,SC,17203.040463441124
Rio Itajaí do Oeste,Alta,Alto,Alta,Rio do Campo,SC,25966.49990549135
Rio Itajaí do Oeste,Alta,Alto,Alta,Rio do Oeste,SC,53030.831787489136
Rio Itajaí do Oeste,Alta,Alto,Alta,Rio do Sul,SC,17203.040463441124
Rio Itajaí do Oeste,Alta,Alto,Alta,Taió,SC,50216.93355279665
Rio Itajaí do Sul,Alta,Alto,Alta,Alfredo Wagner,SC,42456.589048670605
Rio Itajaí do Sul,Alta,Alto,Alta,Aurora,SC,23239.942045320793
Rio Itajaí do Sul,Alta,Alto,Alta,Chapadão do Lageado,SC,23598.464445312515
Rio Itajaí do Sul,Alta,Alto,Alta,Ituporanga,SC,28818.409353370524
Rio Itajaí do Sul,Alta,Alto,Alta,Rio do Sul,SC,10713.360839558745
Rio Itajaí-açu,Alta,Alto,Alta,Agrolândia,SC,41361.00511206371
Rio Itajaí-açu,Alta,Alto,Alta,Agronômica,SC,12895.40816683702
Rio Itajaí-açu,Alta,Alto,Alta,Apiúna,SC,36510.10217102175
Rio Itajaí-açu,Alta,Alto,Alta,Ascurra,SC,18618.6822697664
Rio Itajaí-açu,Alta,Alto,Alta,Blumenau,SC,44810.635850680555
Rio Itajaí-açu,Alta,Alto,Alta,Gaspar,SC,35509.067023428826
Rio Itajaí-açu,Alta,Alto,Alta,Ibirama,SC,36286.40711219291
Rio Itajaí-açu,Alta,Alto,Alta,Ilhota,SC,15051.898372751197
Rio Itajaí-açu,Alta,Alto,Alta,Indaial,SC,40906.66312882728
Rio Itajaí-açu,Alta,Alto,Alta,Itajaí,SC,7813.543002101579
Rio Itajaí-açu,Alta,Alto,Alta,Lontras,SC,28856.61593223184
Rio Itajaí-açu,Alta,Alto,Alta,Navegantes,SC,6337.160843503201
Rio Itajaí-açu,Alta,Alto,Alta,Otacílio Costa,SC,41361.00511206371
Rio Itajaí-açu,Alta,Alto,Alta,Rio do Sul,SC,24790.81100224109
Rio Itajaí-açu,Alta,Alto,Alta,Rodeio,SC,28279.297683956436
Rio Itajaí-açu,Alta,Alto,Alta,Trombudo Central,SC,48687.224108627604
Rio Itajaí-açu,Alta,Médio,Alta,Ilhota,SC,22660.733035487876
Rio Itajaí-açu,Alta,Médio,Alta,Itajaí,SC,22660.733035487876
Rio Itajaí-açu,Alta,Médio,Alta,Navegantes,SC,22660.733035487876
Rio Itajaí-mirim,Alta,Alto,Alta,Botuverá,SC,23337.762655527153
Rio Itajaí-mirim,Alta,Alto,Alta,Brusque,SC,34523.32591596513
Rio Itajaí-mirim,Alta,Alto,Alta,Guabiruba,SC,23337.762655527153
Rio Itajaí-mirim,Alta,Alto,Alta,Vidal Ramos,SC,25894.98957619065
Rio Itajaí-mirim,Alta,Médio,Alta,Botuverá,SC,30727.735008013173
Rio Itajaí-mirim,Alta,Médio,Alta,Brusque,SC,13018.082950872513
Rio Itajaí-mirim,Alta,Médio,Alta,Ilhota,SC,14476.692463723788
Rio Itajaí-mirim,Alta,Médio,Alta,Itajaí,SC,32519.02271730615
Rio Itajaí-mirim,Alta,Médio,Alta,Presidente Nereu,SC,31731.945603266162
Rio Itajaí-mirim,Alta,Médio,Alta,Vidal Ramos,SC,31731.945603266162
Rio Itanhentinga,Média,Médio,Média,Alcobaça,BA,9195.374253640939
Rio Itapemirim,Alta,Alto,Alta,Cachoeiro de Itapemirim,ES,16025.704079266681
Rio Itapemirim,Alta,Alto,Alta,Itapemirim,ES,6835.450581498099
Rio Itapemirim,Alta,Baixo,Média,Alegre,ES,3662.6291475466114
Rio Itapemirim,Alta,Baixo,Média,Cachoeiro de Itapemirim,ES,31268.68980776998
Rio Itapemirim,Alta,Baixo,Média,Itapemirim,ES,36275.88175974036
Rio Itapemirim,Alta,Baixo,Média,Jerônimo Monteiro,ES,20122.415187422033
Rio Itapemirim,Alta,Baixo,Média,Marataízes,ES,5025.656165723675
Rio Itapemirim,Alta,Médio,Alta,Alegre,ES,4934.478910228259
Rio Itapicuru,Alta,Baixo,Média,Colinas,MA,14503.290138191996
Rio Itapicuru,Alta,Baixo,Média,Mirador,MA,17056.47565784317
Rio Itapicuru,Alta,Baixo,Média,Sucupira do Norte,MA,17056.47565784317
Rio Itapicuru,Alta,Médio,Alta,Cansanção,BA,8501.501690208162
Rio Itapicuru,Alta,Médio,Alta,Cantanhede,MA,38341.80982677425
Rio Itapicuru,Alta,Médio,Alta,Caxias,MA,17428.713246619103
Rio Itapicuru,Alta,Médio,Alta,Codó,MA,38982.89082758783
Rio Itapicuru,Alta,Médio,Alta,Coroatá,MA,78079.47875874699
Rio Itapicuru,Alta,Médio,Alta,Itapecuru Mirim,MA,21954.797705272373
Rio Itapicuru,Alta,Médio,Alta,Miranda do Norte,MA,13831.065394251178
Rio Itapicuru,Alta,Médio,Alta,Nordestina,BA,21759.083757561806
Rio Itapicuru,Alta,Médio,Alta,Pirapemas,MA,26280.327600299323
Rio Itapicuru,Alta,Médio,Alta,Timbiras,MA,46945.69277679998
Rio Itapicuru,Baixa,Alto,Alta,Nordestina,BA,5370.768157289514
Rio Itapicuru,Baixa,Alto,Alta,Queimadas,BA,21384.65214503274
Rio Itapicuru-açu,Média,Médio,Média,Jacobina,BA,18671.558107942583
Rio Itapicuru-açu,Média,Médio,Média,Mirangaba,BA,18671.558107942583
Rio Itapiçuru-mirim,Alta,Médio,Alta,Caém,BA,10565.164675587475
Rio Itapiçuru-mirim,Alta,Médio,Alta,Jacobina,BA,14957.713099947548
Rio Itapucu,Média,Alto,Alta,Corupá,SC,20511.45109538086
Rio Itapucu,Média,Alto,Alta,Guaramirim,SC,4245.220042217784
Rio Itapucu,Média,Alto,Alta,Jaraguá do Sul,SC,24756.671137598645
Rio Itapucu,Média,Médio,Média,Guaramirim,SC,14054.863710845373
Rio Itapucuzinho,Média,Médio,Média,Guaramirim,SC,40518.40329289483
Rio Itapucuzinho,Média,Médio,Média,Jaraguá do Sul,SC,40518.40329289483
